name,code,authorName,genre
Betty Blue (37°2 le matin),X,Woodrow Briscow,Drama|Romance
He Ran All the Way,VOXX,Griffith Henker,Crime|Drama|Film-Noir
Killer (Tueur à gages),PDEX,Malina Davidovsky,Action|Crime|Thriller
BURN-E,IRET^B,Heloise Giovanizio,Adventure|Animation|Children|Sci-Fi
Dick Tracy,PBBI,Alexandr Knolles-Green,Action|Crime
Private Lives,CSS,Melissa Doerr,Comedy|Drama
Lady Killer,VICL,Ileane Giovanardi,Comedy|Crime
American Flyers,AXAR,Marie Ensor,Drama
El malvado Carabel,AQN,Bernetta Coomer,Comedy
Mickey's Once Upon a Christmas,VTN,Kass Tibbles,Animation|Comedy|Fantasy
Won't Back Down,FAST,Sacha Maskill,Drama
Mansfield Park,UNXL,Brod Ager,Comedy|Drama|Romance
Sgt. Bilko,SR,Genny Brezlaw,Comedy
Mediterraneo,HT,Renee Leser,Comedy|Drama
Flatliners,HGSH,Genvieve Blazhevich,Horror|Sci-Fi|Thriller
Farewell to Matyora,VNO^I,Rivi Lofty,Drama
It's Pat,RSYS,Ferrel Christmas,Comedy
Roadracers,GNT,Alysa Fox,Drama
Bride of the Wind,SRPT,Burk Bridgewood,Drama|Musical|Romance
"Love Bug, The",UNTY,Elly Hamman,Children|Comedy
Moontide,DISCK,Ximenes Pershouse,Drama|Film-Noir
Flower Drum Song,FFC,Jonie Petrushanko,Comedy|Musical|Romance
"Dreamlife of Angels, The (Vie rêvée des anges, La)",MGI,Danny Legrand,Drama
"Lost Thing, The",BPOP,Jillane Lardiner,Animation|Drama|Fantasy
Alone (Issiz adam),SWKS,Catharine Antyukhin,Drama|Romance
Aftermath: Population Zero,URBN,Welsh Tremontana,Documentary|Sci-Fi
Yatterman (Yattâman),UAA,Briana Rasmus,Action|Comedy|Fantasy
"Trouble with the Truth, The",PBI,Cher Ramberg,Drama|Romance
"Fool There Was, A",GLUU,Jesselyn Longhorn,Drama
Tillbaka till Bromma,LINU,Janessa Eustice,Comedy
"Other Boleyn Girl, The",CRNT,Amalea Coddrington,Drama|Romance
Carried Away,NICE,Birk Bestwerthick,Drama|Romance
Romeo and Juliet,WFC^O,Gabie Tollow,Drama|Romance
Milka - A Film About Taboos (Milka - elokuva tabuista),MRDN,Mahalia Canacott,Drama
Eternity and a Day (Mia aoniotita kai mia mera),CNFR,Kiele Caudwell,Drama
The Land,EURN,Lexis Issatt,Documentary
Emma,CRWS,Carson Sweetzer,Romance
Suspicious River,IFEU,Sayre Cherrison,Drama
Partly Cloudy,CXSE,Isa Bitcheno,Animation|Children|Comedy|Fantasy
Trapped in the Closet: Chapters 1-12,ENBL,Gayel Feldfisher,Drama|Musical
"Human Family Tree, The",UNH,Gil Welbelove,Documentary
"Road Warrior, The (Mad Max 2)",TCBIL,Jasmine Olyonov,Action|Adventure|Sci-Fi
Blood and Roses (Et mourir de plaisir) (To Die with Pleasure),KHC,Bettine Clohissy,Horror
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,FENG,Heywood Pescod,Comedy
Absolute Giganten,SPLK,Prent Neild,Action|Comedy|Drama|Romance
Talhotblond:,DEPO,Perren Taffie,Documentary|Thriller
Blue Spring (Aoi haru),DSPG,Guthry Andrichak,Drama
All's Well,OFS,Simone Fry,Drama
Hot Pepper,AZUL,Noami Kidson,Documentary|Musical
Suite Française,GBCI,Archaimbaud La Croce,Drama|Romance|War
Smashing Pumpkins: If All Goes Wrong,FSBK,Trixy McCritchie,Documentary|Musical
Dialogues with Solzhenitsyn (Uzel),OPK,Shea Golby,Documentary
"Misérables, Les",GEF.B,Ellissa Beauly,Drama
"Personal History, Adventures, Experience, & Observation of David Copperfield the Younger, The (a.k.a. David Copperfield)",BMLA,Suzanna Sanja,Adventure|Drama|Romance
Siete minutos (Seven Minutes),WSM,Jakob Philipet,Comedy
This Is My Father,COF.WS,Rusty Ivins,Drama|Romance
Winds of the Wasteland,MICTW,Locke Trattles,Western
Rebirth of Mothra II,KEP,Adolpho Backhouse,Action|Fantasy
Quatre garçons pleins d'avenir,SYNC,Ibbie Eric,Comedy
Adam's Apples (Adams æbler),EVF,Avictor Leadbitter,Comedy|Drama
Killer: A Journal of Murder,FLN,Gibbie Forrester,Crime|Drama
"Quare Fellow, The (a.k.a. The Condemned Man)",CNOB,Coretta Marcussen,Drama
"Boondock Saints II: All Saints Day, The",IVENC,Lanny Gauthorpp,Action|Crime|Drama|Thriller
Mrs. Brown's Boys D'Movie,TK,Bridget Challinor,Comedy
"Remains of the Day, The",GSVC,Tybie Cadden,Drama|Romance
My Friend Henry (Ystäväni Henry),GJR,Tades Soule,Children|Drama
Elia Kazan: A Director's Journey,SOI,Anderson Guage,Documentary
Smashed,NTWK,Karlens Culshew,Comedy|Drama
Black Beauty,PPSI,Franciska Geockle,Adventure|Children|Drama
Nothing Left to Fear,TLF,Ginevra Sudran,Horror
New York,PRTY,Pippa Grigorini,Crime|Drama|Thriller
"Disappeared, The",STI,Nicole Detheridge,Horror
Explorers,TRST,Gordie Jozwik,Adventure|Children|Sci-Fi
Andy Hardy Meets Debutante,VSAR,Herrick Lown,Comedy|Romance
Filth,LQ,Thomasine Lettington,Comedy|Crime|Drama
"Program, The",NEOS,Christalle McNamara,Action|Drama
"Patriots, The (Patriotes, Les)",VBLT,Courtnay Johanning,Thriller
"League of Ordinary Gentlemen, A",FLC,Conchita Pennycook,Documentary
Stowaway,GTN,Violetta Junifer,Adventure|Musical
Kajaki,HIBB,Toma Benkhe,Adventure|Drama|War
Super Hero Party Clown,ANAT,Gert Nequest,Comedy|Romance
"Other End of the Line, The",MOG.B,Ole Blackbrough,Comedy|Romance
Shock Waves,WPG,Janifer Popham,Horror
"Velocity of Gary, The",POLA,Deena Crus,Comedy|Romance
"Long and Short of It, The",HVBC,Winthrop Peplaw,Drama
Brigham Young,ISD,Celestine Worral,Romance|Western
Legendary,WEB,Clemmy Snellman,Drama
Delusions of Grandeur (La folie des grandeurs),NUROW,Julia Gorthy,Comedy
Ong-Bak: The Thai Warrior (Ong Bak),FOANC,Orelie Lomas,Action|Thriller
"Pool, The",OIIM,Kaja Arsnell,Comedy|Drama
The Man in the Orange Jacket,MCN,Franchot Lawes,Horror|Mystery|Thriller
Time of Roses (Ruusujen aika),KINS,Anitra Northam,Sci-Fi
"Prestige, The",USFD,Nico Ruffey,Drama|Mystery|Sci-Fi|Thriller
"Cheerleaders, The",EHTH,Isobel Yurygyn,Comedy
Fawlty Towers (1975-1979),FFNW,Arte Moehler,Comedy
Humble Pie (American Fork),XTLY,Moss Snazle,Comedy|Drama
She's the Man,CTT           ,Inglis Raoul,Comedy|Romance
"Rich, Young and Pretty",VUZI,Eleanore Karlowicz,Comedy|Musical|Romance
"Aviator, The",MACQ,Ario Balk,Adventure
Mark of the Devil (Hexen bis aufs Blut gequält),NUE,Alphonse Dorning,Drama|Horror
Django 2: Django Strikes Again,OCFC,Amos Mussen,Western
"Chicago 8, The",VIIX,Ortensia Aguirrezabala,Drama
Princess and the Pony,ENLK,Richy Budding,Children|Drama
Battle Cry,VRS,Elihu Shotboulte,Drama|War
Jodhaa Akbar,MKTX,Olivier Cherryman,Drama|Musical|Romance|War
American Reunion (American Pie 4),ABM,Abbe Laurenz,Comedy
33 Postcards,MEET,Floris Di Pietro,Drama
Winnetou: The Last Shot,AREX,Nance Stack,Action|Adventure|Western
Miss Pettigrew Lives for a Day,VIDI,Giovanni Stump,Comedy|Romance
Shame (Skammen),MRTN,Chickie Sedwick,Drama|War
Funny Face,CCL,Salomi Jeness,Comedy|Musical
"Strawberry Blonde, The",MEDP,Connie Curnnok,Comedy|Romance
New Orleans Uncensored,LRCX,Liv Ancketill,Crime|Drama|Film-Noir|Thriller
"Dylan Moran: Like, Totally",ORIG,Lauri Syne,Comedy
Foxfire,IONS,Ardis Dakin,Drama
Boys on the Side,FTW,Flemming Cristea,Comedy|Drama
Crime of Passion,GJR,Aldous Dolligon,Crime|Drama|Film-Noir
Coco Before Chanel (Coco avant Chanel),NMK^C,Daria Acklands,Drama
Bereavement,CAL,Ivonne Heigho,Horror
Looking for Palladin,SGEN,Olvan Elner,Comedy
Limuzins Janu nakts krasa,TEL,Edwin Lewins,Comedy|Drama
Kwaidan (Kaidan),RARE,Jaime Scrinage,Horror
"Tale of Two Sisters, A (Janghwa, Hongryeon)",RUSHB,Vida Czajkowska,Drama|Horror|Mystery|Thriller
Party Girl,BPFHP,Maurise Slayford,Drama|Film-Noir
Operation Homecoming: Writing the Wartime Experience,WTS,Jackqueline Thomann,Documentary
Nevada Smith,IPWR,Livvy Saintsbury,Western
For Ever Mozart,T,Teressa Gres,Drama
Desert Bloom,XTLB,Duffy Eplett,Drama
Burning Secret,JCI,Kathye Salerg,Drama
"I Am Taraneh, I Am Fifteen Years Old (Man, taraneh, panzdah sal daram)",HQL,Dyan Kirby,Drama
"Murder of Fred Hampton, The",RNR^E,Ezri Feehery,Crime|Documentary
American Swing,CBSHP,Alex Dockerty,Documentary
Railroaded!,UBA,Dolores Persian,Film-Noir
"Forest for the Trees, The (Der Wald vor lauter Bäumen)",MPCT,Paolina Vallentine,Drama
"Hitch Hike (Autostop rosso sangue) (Naked Prey, The)",INN^B,Donica Dodwell,Adventure|Crime|Drama|Horror|Thriller
"Naked Jungle, The",QVCA,Madelaine Janeczek,Adventure|Drama
"Masseurs and a Woman, The (Anma to onna)",CVEO,Barbee Chartman,Drama
Paid,NWHM,Melamie Balaison,Crime|Drama|Film-Noir
Journey to the Sun (Günese yolculuk),AKAM,Winfield Windridge,Drama
Possible Loves (Amores Possíveis),DPG,Constance Heiton,Comedy|Romance
Daddy Day Camp,DG,Rene Laybourne,Children|Comedy
Carry On Teacher,AMH^E,Lesley Brandom,Comedy
Will Success Spoil Rock Hunter?,AXDX,Jim Clewlowe,Comedy|Romance
Art & Copy,KTOVW,Laural Himpson,Documentary
Killer Bean 2: The Party,GCH,Frederick Collison,Action|Animation|Comedy
Chronicle,RF^A,Roscoe Duer,Action|Sci-Fi|Thriller
High School,IHG,Hazel Coverley,Documentary
"Ape, The (Apan)",GS^D,Josie Winstone,Drama|Thriller
"Happiness Is a Warm Blanket, Charlie Brown",EMCB,Estrellita Shepley,Animation|Comedy
Where East Is East,GS,Wini McSparran,Drama
Polite People (Kurteist fólk),FCFS,Giffer Cauderlie,Comedy|Drama
Hand Gun,MESO,Biddie Brentnall,Action|Crime|Drama|Thriller
Taxi 4,SSRI,Knox Prover,Action|Comedy
"Woman in Red, The",NVCR,Dorree Tolomelli,Comedy|Romance
Do You Wanna Know a Secret?,NPO,Gustie Hallgate,Horror|Mystery|Thriller
March or Die,INN^B,Inger Bartolijn,Adventure|Drama|Romance|War
Virus X,JAG,Moses Ozintsev,Horror|Sci-Fi
Miraculum,MRT,Petr Kobel,Drama
Day Is Done,UZB,Brandie Sans,Documentary
"Shaggy Dog, The",ORG,Cly Girvan,Adventure|Children|Comedy|Fantasy
Fast Times at Ridgemont High,HBMD,Alessandra Albisser,Comedy|Drama|Romance
"Obama Deception: The Mask Comes Off, The",RA,Ardyth Tuckey,Documentary
"Show of Force, A",PSCU,Morry Seggie,Drama|Thriller
Bab'Aziz -The Prince Who Contemplated His Soul,UBS,Flemming McArdell,Drama
Love (Szerelem),TM,Bud Boome,Drama
Saw III,GEH,Deanna Hardwich,Crime|Horror|Thriller
At Land,BRT,Ozzie Tunuy,(no genres listed)
"Brotherhood, The",AMID,Sonnie Huyge,Crime|Drama
Nothing to Declare (Rien à déclarer),CONE,Hildy Woodfine,Comedy
"Time Machine, The",SHLX,Larissa Matchett,Action|Adventure|Sci-Fi
Penthouse North,OVBC,Clarisse Edie,Drama|Mystery|Thriller
Precision: The Measure of All Things,VIPS,Dugald Feldberger,Documentary
The Testimony,TJX,Meryl Szimoni,(no genres listed)
"Working Class Goes to Heaven, The (a.k.a. Lulu the Tool) (La classe operaia va in paradiso)",NDRM,Tobye Organ,Drama
The Disembodied,NSL,Verla Franciottoi,Horror
Once Upon a Forest,EGRX,Frederica Stuckford,Adventure|Animation|Children|Fantasy
Wizards,HCAP,Simone Hughf,Animation|Fantasy|Sci-Fi|War
"Mask of Dimitrios, The",LPL,Colin Lenormand,Crime|Drama|Film-Noir|Mystery
"Secret Adventures of Gustave Klopp, The (Narco)",WING,Ann Ygo,Action|Comedy|Fantasy
Love and Sex under Nazi Occupation (Amour et sexe sous l'occupation) ,TNP^E,Wells Wadley,Documentary
"Cadaver Christmas, A",OMED,Salvidor Dorsey,Comedy|Horror
Brother 2 (Brat 2),DSPG,Marin Mallender,Crime|Drama
Revolution,LVNTB,Emmalynn Drummer,Adventure|Drama|War
David Holzman's Diary,IP,Catha Weatherburn,Documentary|Drama
"Extremely Goofy Movie, An",UBSI,Raychel Castiblanco,Animation|Children|Comedy
Julie Johnson,W,Manya Pattinson,Drama
"Riddle of the Sands, The",DECK,Gilli Claremont,Adventure|Drama|Thriller
"Killer Inside Me, The",HCHC,Elga Rolley,Crime|Drama|Thriller|Western
Every Night Dreams (Each Night I Dream) (Yogoto no yume),AGRX,Camila Golden of Ireland,Drama
Search and Destroy,FMCIR,Latia Ennor,Comedy|Drama
Girl Walk: All Day,HIW,Hiram Laborde,Musical
Dirty Mary Crazy Larry,GAINN,Faunie Haydney,Action|Crime|Drama|Romance
Teenage Mutant Ninja Turtles,PZRX,Slade Debling,Action|Children|Comedy|Fantasy|Sci-Fi
Summer School,JMPB,Jamill Emmet,Comedy
Battle of the Year,CFCOU,Giff Venus,Musical
